nace_code_level1,nace_code_level2,nace_code_level3,nace_code_level4,isic_code_level1,isic_code_level2,isic_code_level3,isic_code_level4,nace_description_level1,nace_description_level2,nace_description_level3,nace_description_level4
K,66,66.2,66.21,K,66,662,6621,ERBRINGUNG VON FINANZ- UND VERSICHERUNGSDIENSTLEISTUNGEN,Mit Finanz- und Versicherungsdienstleistungen verbundene Tätigkeiten,Mit Versicherungsdienstleistungen und Pensionskassen verbundene Tätigkeiten,Risiko- und Schadensbewertung
K,66,66.2,66.22,K,66,662,6622,ERBRINGUNG VON FINANZ- UND VERSICHERUNGSDIENSTLEISTUNGEN,Mit Finanz- und Versicherungsdienstleistungen verbundene Tätigkeiten,Mit Versicherungsdienstleistungen und Pensionskassen verbundene Tätigkeiten,Tätigkeit von Versicherungsmaklerinnen und -maklern
K,66,66.2,66.29,K,66,662,6629,ERBRINGUNG VON FINANZ- UND VERSICHERUNGSDIENSTLEISTUNGEN,Mit Finanz- und Versicherungsdienstleistungen verbundene Tätigkeiten,Mit Versicherungsdienstleistungen und Pensionskassen verbundene Tätigkeiten,Sonstige mit Versicherungsdienstleistungen und Pensionskassen verbundene Tätigkeiten
K,66,66.3,66.30,K,66,663,6630,ERBRINGUNG VON FINANZ- UND VERSICHERUNGSDIENSTLEISTUNGEN,Mit Finanz- und Versicherungsdienstleistungen verbundene Tätigkeiten,Fondsmanagement,Fondsmanagement
L,68,68.1,68.10,L,68,681,6810,GRUNDSTÜCKS- UND WOHNUNGSWESEN,Grundstücks- und Wohnungswesen,"Kauf und Verkauf von eigenen Grundstücken, Gebäuden und Wohnungen","Kauf und Verkauf von eigenen Grundstücken, Gebäuden und Wohnungen"
L,68,68.2,68.20,L,68,681,6810,GRUNDSTÜCKS- UND WOHNUNGSWESEN,Grundstücks- und Wohnungswesen,"Vermietung, Verpachtung von eigenen oder geleasten Grundstücken, Gebäuden und Wohnungen","Vermietung, Verpachtung von eigenen oder geleasten Grundstücken, Gebäuden und Wohnungen"
L,68,68.3,68.31,L,68,682,6820,GRUNDSTÜCKS- UND WOHNUNGSWESEN,Grundstücks- und Wohnungswesen,"Vermittlung und Verwaltung von Grundstücken, Gebäuden und Wohnungen für Dritte","Vermittlung von Grundstücken, Gebäuden und Wohnungen für Dritte"
L,68,68.3,68.32,L,68,682,6820,GRUNDSTÜCKS- UND WOHNUNGSWESEN,Grundstücks- und Wohnungswesen,"Vermittlung und Verwaltung von Grundstücken, Gebäuden und Wohnungen für Dritte","Verwaltung von Grundstücken, Gebäuden und Wohnungen für Dritte"
M,69,69.1,69.10,M,69,691,6910,"ERBRINGUNG VON FREIBERUFLICHEN, WISSENSCHAFTLICHEN UND TECHNISCHEN DIENSTLEISTUNGEN","Rechts- und Steuerberatung, Wirtschaftsprüfung",Rechtsberatung,Rechtsberatung
M,69,69.2,69.20,M,69,692,6920,"ERBRINGUNG VON FREIBERUFLICHEN, WISSENSCHAFTLICHEN UND TECHNISCHEN DIENSTLEISTUNGEN","Rechts- und Steuerberatung, Wirtschaftsprüfung",Wirtschaftsprüfung und Steuerberatung; Buchführung,Wirtschaftsprüfung und Steuerberatung; Buchführung
M,70,70.1,70.10,M,70,701,7010,"ERBRINGUNG VON FREIBERUFLICHEN, WISSENSCHAFTLICHEN UND TECHNISCHEN DIENSTLEISTUNGEN",Verwaltung und Führung von Unternehmen und Betrieben; Unternehmensberatung,Verwaltung und Führung von Unternehmen und Betrieben,Verwaltung und Führung von Unternehmen und Betrieben
M,70,70.2,70.21,M,70,702,7020,"ERBRINGUNG VON FREIBERUFLICHEN, WISSENSCHAFTLICHEN UND TECHNISCHEN DIENSTLEISTUNGEN",Verwaltung und Führung von Unternehmen und Betrieben; Unternehmensberatung,Public-Relations- und Unternehmensberatung,Public-Relations-Beratung
M,70,70.2,70.22,M,70,702,7020,"ERBRINGUNG VON FREIBERUFLICHEN, WISSENSCHAFTLICHEN UND TECHNISCHEN DIENSTLEISTUNGEN",Verwaltung und Führung von Unternehmen und Betrieben; Unternehmensberatung,Public-Relations- und Unternehmensberatung,Unternehmensberatung
M,71,71.1,71.11,M,71,711,7110,"ERBRINGUNG VON FREIBERUFLICHEN, WISSENSCHAFTLICHEN UND TECHNISCHEN DIENSTLEISTUNGEN","Architektur- und Ingenieurbüros; technische, physikalische und chemische Untersuchung",Architektur- und Ingenieurbüros,Architekturbüros
M,71,71.1,71.12,M,71,711,7110,"ERBRINGUNG VON FREIBERUFLICHEN, WISSENSCHAFTLICHEN UND TECHNISCHEN DIENSTLEISTUNGEN","Architektur- und Ingenieurbüros; technische, physikalische und chemische Untersuchung",Architektur- und Ingenieurbüros,Ingenieurbüros
M,71,71.2,71.20,M,71,712,7120,"ERBRINGUNG VON FREIBERUFLICHEN, WISSENSCHAFTLICHEN UND TECHNISCHEN DIENSTLEISTUNGEN","Architektur- und Ingenieurbüros; technische, physikalische und chemische Untersuchung","Technische, physikalische und chemische Untersuchung","Technische, physikalische und chemische Untersuchung"
M,72,72.1,72.11,M,72,721,7210,"ERBRINGUNG VON FREIBERUFLICHEN, WISSENSCHAFTLICHEN UND TECHNISCHEN DIENSTLEISTUNGEN",Forschung und Entwicklung,"Forschung und Entwicklung im Bereich Natur-, Ingenieur-, Agrarwissenschaften und Medizin",Forschung und Entwicklung im Bereich Biotechnologie
M,72,72.1,72.19,M,72,721,7210,"ERBRINGUNG VON FREIBERUFLICHEN, WISSENSCHAFTLICHEN UND TECHNISCHEN DIENSTLEISTUNGEN",Forschung und Entwicklung,"Forschung und Entwicklung im Bereich Natur-, Ingenieur-, Agrarwissenschaften und Medizin","Sonstige Forschung und Entwicklung im Bereich Natur-, Ingenieur-, Agrarwissenschaften und Medizin"
M,72,72.2,72.20,M,72,722,7220,"ERBRINGUNG VON FREIBERUFLICHEN, WISSENSCHAFTLICHEN UND TECHNISCHEN DIENSTLEISTUNGEN",Forschung und Entwicklung,"Forschung und Entwicklung im Bereich Rechts-, Wirtschafts- und Sozialwissenschaften sowie im Bereich Sprach-, Kultur- und Kunstwissenschaften","Forschung und Entwicklung im Bereich Rechts-, Wirtschafts- und Sozialwissenschaften sowie im Bereich Sprach-, Kultur- und Kunstwissenschaften"
M,73,73.1,73.11,M,73,731,7310,"ERBRINGUNG VON FREIBERUFLICHEN, WISSENSCHAFTLICHEN UND TECHNISCHEN DIENSTLEISTUNGEN",Werbung und Marktforschung,Werbung,Werbeagenturen
M,73,73.1,73.12,M,73,731,7310,"ERBRINGUNG VON FREIBERUFLICHEN, WISSENSCHAFTLICHEN UND TECHNISCHEN DIENSTLEISTUNGEN",Werbung und Marktforschung,Werbung,Vermarktung und Vermittlung von Werbezeiten und Werbeflächen
M,73,73.2,73.20,M,73,732,7320,"ERBRINGUNG VON FREIBERUFLICHEN, WISSENSCHAFTLICHEN UND TECHNISCHEN DIENSTLEISTUNGEN",Werbung und Marktforschung,Markt- und Meinungsforschung,Markt- und Meinungsforschung
M,74,74.1,74.10,M,74,741,7410,"ERBRINGUNG VON FREIBERUFLICHEN, WISSENSCHAFTLICHEN UND TECHNISCHEN DIENSTLEISTUNGEN","Sonstige freiberufliche, wissenschaftliche und technische Tätigkeiten","Ateliers für Textil-, Schmuck-, Grafik- u. ä. Design","Ateliers für Textil-, Schmuck-, Grafik- u. ä. Design"
M,74,74.2,74.20,M,74,742,7420,"ERBRINGUNG VON FREIBERUFLICHEN, WISSENSCHAFTLICHEN UND TECHNISCHEN DIENSTLEISTUNGEN","Sonstige freiberufliche, wissenschaftliche und technische Tätigkeiten",Fotografie und Fotolabors,Fotografie und Fotolabors
M,74,74.3,74.30,M,74,749,7490,"ERBRINGUNG VON FREIBERUFLICHEN, WISSENSCHAFTLICHEN UND TECHNISCHEN DIENSTLEISTUNGEN","Sonstige freiberufliche, wissenschaftliche und technische Tätigkeiten",Übersetzen und Dolmetschen,Übersetzen und Dolmetschen
M,74,74.9,74.90,M,74,749,7490,"ERBRINGUNG VON FREIBERUFLICHEN, WISSENSCHAFTLICHEN UND TECHNISCHEN DIENSTLEISTUNGEN","Sonstige freiberufliche, wissenschaftliche und technische Tätigkeiten","Sonstige freiberufliche, wissenschaftliche und technische Tätigkeiten a. n. g.","Sonstige freiberufliche, wissenschaftliche und technische Tätigkeiten a. n. g."
M,75,75.0,75.00,M,75,750,7500,"ERBRINGUNG VON FREIBERUFLICHEN, WISSENSCHAFTLICHEN UND TECHNISCHEN DIENSTLEISTUNGEN",Veterinärwesen,Veterinärwesen,Veterinärwesen
N,77,77.1,77.11,N,77,771,7710,ERBRINGUNG VON SONSTIGEN WIRTSCHAFTLICHEN DIENSTLEISTUNGEN,Vermietung von beweglichen Sachen,Vermietung von Kraftwagen,"Vermietung von Kraftwagen mit einem Gesamtgewicht von 3,5 t oder weniger"
N,77,77.1,77.12,N,77,771,7710,ERBRINGUNG VON SONSTIGEN WIRTSCHAFTLICHEN DIENSTLEISTUNGEN,Vermietung von beweglichen Sachen,Vermietung von Kraftwagen,"Vermietung von Kraftwagen mit einem Gesamtgewicht von mehr als 3,5 t"
N,77,77.2,77.21,N,77,772,7721,ERBRINGUNG VON SONSTIGEN WIRTSCHAFTLICHEN DIENSTLEISTUNGEN,Vermietung von beweglichen Sachen,Vermietung von Gebrauchsgütern,Vermietung von Sport- und Freizeitgeräten
N,77,77.2,77.22,N,77,772,7722,ERBRINGUNG VON SONSTIGEN WIRTSCHAFTLICHEN DIENSTLEISTUNGEN,Vermietung von beweglichen Sachen,Vermietung von Gebrauchsgütern,Videotheken
N,77,77.2,77.29,N,77,772,7729,ERBRINGUNG VON SONSTIGEN WIRTSCHAFTLICHEN DIENSTLEISTUNGEN,Vermietung von beweglichen Sachen,Vermietung von Gebrauchsgütern,Vermietung von sonstigen Gebrauchsgütern
N,77,77.3,77.31,N,77,773,7730,ERBRINGUNG VON SONSTIGEN WIRTSCHAFTLICHEN DIENSTLEISTUNGEN,Vermietung von beweglichen Sachen,"Vermietung von Maschinen, Geräten und sonstigen beweglichen Sachen",Vermietung von landwirtschaftlichen Maschinen und Geräten
N,77,77.3,77.32,N,77,773,7730,ERBRINGUNG VON SONSTIGEN WIRTSCHAFTLICHEN DIENSTLEISTUNGEN,Vermietung von beweglichen Sachen,"Vermietung von Maschinen, Geräten und sonstigen beweglichen Sachen",Vermietung von Baumaschinen und –geräten
N,77,77.3,77.33,N,77,773,7730,ERBRINGUNG VON SONSTIGEN WIRTSCHAFTLICHEN DIENSTLEISTUNGEN,Vermietung von beweglichen Sachen,"Vermietung von Maschinen, Geräten und sonstigen beweglichen Sachen","Vermietung von Büromaschinen, Datenverarbeitungsgeräten und -einrichtungen"
N,77,77.3,77.34,N,77,773,7730,ERBRINGUNG VON SONSTIGEN WIRTSCHAFTLICHEN DIENSTLEISTUNGEN,Vermietung von beweglichen Sachen,"Vermietung von Maschinen, Geräten und sonstigen beweglichen Sachen",Vermietung von Wasserfahrzeugen
N,77,77.3,77.35,N,77,773,7730,ERBRINGUNG VON SONSTIGEN WIRTSCHAFTLICHEN DIENSTLEISTUNGEN,Vermietung von beweglichen Sachen,"Vermietung von Maschinen, Geräten und sonstigen beweglichen Sachen",Vermietung von Luftfahrzeugen
N,77,77.3,77.39,N,77,773,7730,ERBRINGUNG VON SONSTIGEN WIRTSCHAFTLICHEN DIENSTLEISTUNGEN,Vermietung von beweglichen Sachen,"Vermietung von Maschinen, Geräten und sonstigen beweglichen Sachen","Vermietung von sonstigen Maschinen, Geräten und beweglichen Sachen a. n. g."
N,77,77.4,77.40,N,77,774,7740,ERBRINGUNG VON SONSTIGEN WIRTSCHAFTLICHEN DIENSTLEISTUNGEN,Vermietung von beweglichen Sachen,Leasing von nichtfinanziellen immateriellen Vermögensgegenständen (ohne Copyrights),Leasing von nichtfinanziellen immateriellen Vermögensgegenständen (ohne Copyrights)
N,78,78.1,78.10,N,78,781,7810,ERBRINGUNG VON SONSTIGEN WIRTSCHAFTLICHEN DIENSTLEISTUNGEN,Vermittlung und Überlassung von Arbeitskräften,Vermittlung von Arbeitskräften,Vermittlung von Arbeitskräften
N,78,78.2,78.20,N,78,782,7820,ERBRINGUNG VON SONSTIGEN WIRTSCHAFTLICHEN DIENSTLEISTUNGEN,Vermittlung und Überlassung von Arbeitskräften,Befristete Überlassung von Arbeitskräften,Befristete Überlassung von Arbeitskräften
N,78,78.3,78.30,N,78,783,7830,ERBRINGUNG VON SONSTIGEN WIRTSCHAFTLICHEN DIENSTLEISTUNGEN,Vermittlung und Überlassung von Arbeitskräften,Sonstige Überlassung von Arbeitskräften,Sonstige Überlassung von Arbeitskräften
N,79,79.1,79.11,N,79,791,7911,ERBRINGUNG VON SONSTIGEN WIRTSCHAFTLICHEN DIENSTLEISTUNGEN,"Reisebüros, Reiseveranstalter und Erbringung sonstiger Reservierungsdienstleistungen",Reisebüros und Reiseveranstalter,Reisebüros
N,79,79.1,79.12,N,79,791,7912,ERBRINGUNG VON SONSTIGEN WIRTSCHAFTLICHEN DIENSTLEISTUNGEN,"Reisebüros, Reiseveranstalter und Erbringung sonstiger Reservierungsdienstleistungen",Reisebüros und Reiseveranstalter,Reiseveranstalter
N,79,79.9,79.90,N,79,799,7990,ERBRINGUNG VON SONSTIGEN WIRTSCHAFTLICHEN DIENSTLEISTUNGEN,"Reisebüros, Reiseveranstalter und Erbringung sonstiger Reservierungsdienstleistungen",Erbringung sonstiger Reservierungsdienstleistungen,Erbringung sonstiger Reservierungsdienstleistungen
N,80,80.1,80.10,N,80,801,8010,ERBRINGUNG VON SONSTIGEN WIRTSCHAFTLICHEN DIENSTLEISTUNGEN,Wach- und Sicherheitsdienste sowie Detekteien,Private Wach- und Sicherheitsdienste,Private Wach- und Sicherheitsdienste
N,80,80.2,80.20,N,80,802,8020,ERBRINGUNG VON SONSTIGEN WIRTSCHAFTLICHEN DIENSTLEISTUNGEN,Wach- und Sicherheitsdienste sowie Detekteien,Sicherheitsdienste mithilfe von Überwachungs- und Alarmsystemen,Sicherheitsdienste mithilfe von Überwachungs- und Alarmsystemen
N,80,80.3,80.30,N,80,803,8030,ERBRINGUNG VON SONSTIGEN WIRTSCHAFTLICHEN DIENSTLEISTUNGEN,Wach- und Sicherheitsdienste sowie Detekteien,Detekteien,Detekteien
N,81,81.1,81.10,N,81,811,8110,ERBRINGUNG VON SONSTIGEN WIRTSCHAFTLICHEN DIENSTLEISTUNGEN,Gebäudebetreuung; Garten- und Landschaftsbau,Hausmeisterdienste,Hausmeisterdienste
N,81,81.2,81.21,N,81,812,8121,ERBRINGUNG VON SONSTIGEN WIRTSCHAFTLICHEN DIENSTLEISTUNGEN,Gebäudebetreuung; Garten- und Landschaftsbau,"Reinigung von Gebäuden, Straßen und Verkehrsmitteln",Allgemeine Gebäudereinigung
N,81,81.2,81.22,N,81,812,8129,ERBRINGUNG VON SONSTIGEN WIRTSCHAFTLICHEN DIENSTLEISTUNGEN,Gebäudebetreuung; Garten- und Landschaftsbau,"Reinigung von Gebäuden, Straßen und Verkehrsmitteln",Spezielle Reinigung von Gebäuden und Reinigung von Maschinen
N,81,81.2,81.29,N,81,812,8129,ERBRINGUNG VON SONSTIGEN WIRTSCHAFTLICHEN DIENSTLEISTUNGEN,Gebäudebetreuung; Garten- und Landschaftsbau,"Reinigung von Gebäuden, Straßen und Verkehrsmitteln",Reinigung a. n. g.
N,81,81.3,81.30,N,81,813,8130,ERBRINGUNG VON SONSTIGEN WIRTSCHAFTLICHEN DIENSTLEISTUNGEN,Gebäudebetreuung; Garten- und Landschaftsbau,Garten- und Landschaftsbau sowie Erbringung von sonstigen gärtnerischen Dienstleistungen,Garten- und Landschaftsbau sowie Erbringung von sonstigen gärtnerischen Dienstleistungen
N,82,82.1,82.11,N,82,821,8211,ERBRINGUNG VON SONSTIGEN WIRTSCHAFTLICHEN DIENSTLEISTUNGEN,Erbringung von wirtschaftlichen Dienstleistungen für Unternehmen und Privatpersonen a. n. g.,"Sekretariats- und Schreibdienste, Copy-Shops",Allgemeine Sekretariats- und Schreibdienste
N,82,82.1,82.19,N,82,821,8219,ERBRINGUNG VON SONSTIGEN WIRTSCHAFTLICHEN DIENSTLEISTUNGEN,Erbringung von wirtschaftlichen Dienstleistungen für Unternehmen und Privatpersonen a. n. g.,"Sekretariats- und Schreibdienste, Copy-Shops",Copy-Shops; Dokumentenvorbereitung und Erbringung sonstiger spezieller Sekretariatsdienste
N,82,82.2,82.20,N,82,822,8220,ERBRINGUNG VON SONSTIGEN WIRTSCHAFTLICHEN DIENSTLEISTUNGEN,Erbringung von wirtschaftlichen Dienstleistungen für Unternehmen und Privatpersonen a. n. g.,Call Centers,Call Centers
N,82,82.3,82.30,N,82,823,8230,ERBRINGUNG VON SONSTIGEN WIRTSCHAFTLICHEN DIENSTLEISTUNGEN,Erbringung von wirtschaftlichen Dienstleistungen für Unternehmen und Privatpersonen a. n. g.,"Messe-, Ausstellungs- und Kongressveranstalter","Messe-, Ausstellungs- und Kongressveranstalter"
N,82,82.9,82.91,N,82,829,8291,ERBRINGUNG VON SONSTIGEN WIRTSCHAFTLICHEN DIENSTLEISTUNGEN,Erbringung von wirtschaftlichen Dienstleistungen für Unternehmen und Privatpersonen a. n. g.,Erbringung sonstiger wirtschaftlicher Dienstleistungen für Unternehmen und Privatpersonen,Inkassobüros und Auskunfteien
N,82,82.9,82.92,N,82,829,8292,ERBRINGUNG VON SONSTIGEN WIRTSCHAFTLICHEN DIENSTLEISTUNGEN,Erbringung von wirtschaftlichen Dienstleistungen für Unternehmen und Privatpersonen a. n. g.,Erbringung sonstiger wirtschaftlicher Dienstleistungen für Unternehmen und Privatpersonen,Abfüllen und Verpacken
N,82,82.9,82.99,N,82,829,8299,ERBRINGUNG VON SONSTIGEN WIRTSCHAFTLICHEN DIENSTLEISTUNGEN,Erbringung von wirtschaftlichen Dienstleistungen für Unternehmen und Privatpersonen a. n. g.,Erbringung sonstiger wirtschaftlicher Dienstleistungen für Unternehmen und Privatpersonen,Erbringung sonstiger wirtschaftlicher Dienstleistungen für Unternehmen und Privatpersonen a. n. g.
O,84,84.1,84.11,O,84,841,8411,"ÖFFENTLICHE VERWALTUNG, VERTEIDIGUNG; SOZIALVERSICHERUNG","Öffentliche Verwaltung, Verteidigung; Sozialversicherung",Öffentliche Verwaltung,Allgemeine öffentliche Verwaltung
O,84,84.1,84.12,O,84,841,8412,"ÖFFENTLICHE VERWALTUNG, VERTEIDIGUNG; SOZIALVERSICHERUNG","Öffentliche Verwaltung, Verteidigung; Sozialversicherung",Öffentliche Verwaltung,"Öffentliche Verwaltung auf den Gebieten Gesundheitswesen, Bildung, Kultur und Sozialwesen"
O,84,84.1,84.13,O,84,841,8413,"ÖFFENTLICHE VERWALTUNG, VERTEIDIGUNG; SOZIALVERSICHERUNG","Öffentliche Verwaltung, Verteidigung; Sozialversicherung",Öffentliche Verwaltung,"Wirtschaftsförderung, -ordnung und –aufsicht"
O,84,84.2,84.21,O,84,842,8421,"ÖFFENTLICHE VERWALTUNG, VERTEIDIGUNG; SOZIALVERSICHERUNG","Öffentliche Verwaltung, Verteidigung; Sozialversicherung","Auswärtige Angelegenheiten, Verteidigung, Rechtspflege/Justiz, öffentliche Sicherheit und Ordnung",Auswärtige Angelegenheiten
O,84,84.2,84.22,O,84,842,8422,"ÖFFENTLICHE VERWALTUNG, VERTEIDIGUNG; SOZIALVERSICHERUNG","Öffentliche Verwaltung, Verteidigung; Sozialversicherung","Auswärtige Angelegenheiten, Verteidigung, Rechtspflege/Justiz, öffentliche Sicherheit und Ordnung",Verteidigung
O,84,84.2,84.23,O,84,842,8423,"ÖFFENTLICHE VERWALTUNG, VERTEIDIGUNG; SOZIALVERSICHERUNG","Öffentliche Verwaltung, Verteidigung; Sozialversicherung","Auswärtige Angelegenheiten, Verteidigung, Rechtspflege/Justiz, öffentliche Sicherheit und Ordnung",Rechtspflege/Justiz
O,84,84.2,84.24,O,84,842,8423,"ÖFFENTLICHE VERWALTUNG, VERTEIDIGUNG; SOZIALVERSICHERUNG","Öffentliche Verwaltung, Verteidigung; Sozialversicherung","Auswärtige Angelegenheiten, Verteidigung, Rechtspflege/Justiz, öffentliche Sicherheit und Ordnung",Öffentliche Sicherheit und Ordnung
O,84,84.2,84.25,O,84,842,8423,"ÖFFENTLICHE VERWALTUNG, VERTEIDIGUNG; SOZIALVERSICHERUNG","Öffentliche Verwaltung, Verteidigung; Sozialversicherung","Auswärtige Angelegenheiten, Verteidigung, Rechtspflege/Justiz, öffentliche Sicherheit und Ordnung",Feuerwehren
O,84,84.3,84.30,O,84,843,8430,"ÖFFENTLICHE VERWALTUNG, VERTEIDIGUNG; SOZIALVERSICHERUNG","Öffentliche Verwaltung, Verteidigung; Sozialversicherung",Sozialversicherung,Sozialversicherung
P,85,85.1,85.10,P,85,851,8510,ERZIEHUNG UND UNTERRICHT,Erziehung und Unterricht,Kindergärten und Vorschulen,Kindergärten und Vorschulen
P,85,85.2,85.20,P,85,851,8510,ERZIEHUNG UND UNTERRICHT,Erziehung und Unterricht,Grundschulen/Volksschulen,Grundschulen/Volksschulen
P,85,85.3,85.31,P,85,852,8521,ERZIEHUNG UND UNTERRICHT,Erziehung und Unterricht,Weiterführende Schulen,Allgemein bildende weiterführende Schulen
P,85,85.3,85.32,P,85,852,8522,ERZIEHUNG UND UNTERRICHT,Erziehung und Unterricht,Weiterführende Schulen,Berufsbildende weiterführende Schulen
P,85,85.4,85.41,P,85,853,8530,ERZIEHUNG UND UNTERRICHT,Erziehung und Unterricht,"Tertiärer und post-sekundärer, nicht tertiärer Unterricht","Post-sekundärer, nicht tertiärer Unterricht"
P,85,85.4,85.42,P,85,853,8530,ERZIEHUNG UND UNTERRICHT,Erziehung und Unterricht,"Tertiärer und post-sekundärer, nicht tertiärer Unterricht",Tertiärer Unterricht
P,85,85.5,85.51,P,85,854,8541,ERZIEHUNG UND UNTERRICHT,Erziehung und Unterricht,Sonstiger Unterricht,Sport- und Freizeitunterricht
P,85,85.5,85.52,P,85,854,8542,ERZIEHUNG UND UNTERRICHT,Erziehung und Unterricht,Sonstiger Unterricht,Kulturunterricht
P,85,85.5,85.53,P,85,854,8549,ERZIEHUNG UND UNTERRICHT,Erziehung und Unterricht,Sonstiger Unterricht,Fahr- und Flugschulen
P,85,85.5,85.59,P,85,854,8549,ERZIEHUNG UND UNTERRICHT,Erziehung und Unterricht,Sonstiger Unterricht,Sonstiger Unterricht a. n. g.
P,85,85.6,85.60,P,85,855,8550,ERZIEHUNG UND UNTERRICHT,Erziehung und Unterricht,Erbringung von Dienstleistungen für den Unterricht,Erbringung von Dienstleistungen für den Unterricht
Q,86,86.1,86.10,Q,86,861,8610,GESUNDHEITS- UND SOZIALWESEN,Gesundheitswesen,Krankenhäuser,Krankenhäuser
Q,86,86.2,86.21,Q,86,862,8620,GESUNDHEITS- UND SOZIALWESEN,Gesundheitswesen,Arzt- und Zahnarztpraxen,Arztpraxen für Allgemeinmedizin
Q,86,86.2,86.22,Q,86,862,8620,GESUNDHEITS- UND SOZIALWESEN,Gesundheitswesen,Arzt- und Zahnarztpraxen,Facharztpraxen
Q,86,86.2,86.23,Q,86,862,8620,GESUNDHEITS- UND SOZIALWESEN,Gesundheitswesen,Arzt- und Zahnarztpraxen,Zahnarztpraxen
Q,86,86.9,86.90,Q,86,869,8690,GESUNDHEITS- UND SOZIALWESEN,Gesundheitswesen,Gesundheitswesen a. n. g.,Gesundheitswesen a. n. g.
Q,87,87.1,87.10,Q,87,871,8710,GESUNDHEITS- UND SOZIALWESEN,Heime (ohne Erholungs- und Ferienheime),Pflegeheime,Pflegeheime
Q,87,87.2,87.20,Q,87,872,8720,GESUNDHEITS- UND SOZIALWESEN,Heime (ohne Erholungs- und Ferienheime),"Stationäre Einrichtungen zur psychosozialen Betreuung, Suchtbekämpfung u. Ä.","Stationäre Einrichtungen zur psychosozialen Betreuung, Suchtbekämpfung u. Ä."
Q,87,87.3,87.30,Q,87,873,8730,GESUNDHEITS- UND SOZIALWESEN,Heime (ohne Erholungs- und Ferienheime),Altenheime; Alten- und Behindertenwohnheime,Altenheime; Alten- und Behindertenwohnheime
Q,87,87.9,87.90,Q,87,879,8790,GESUNDHEITS- UND SOZIALWESEN,Heime (ohne Erholungs- und Ferienheime),Sonstige Heime (ohne Erholungs- und Ferienheime),Sonstige Heime (ohne Erholungs- und Ferienheime)
Q,88,88.1,88.10,Q,88,881,8810,GESUNDHEITS- UND SOZIALWESEN,Sozialwesen (ohne Heime),Soziale Betreuung älterer Menschen und Behinderter,Soziale Betreuung älterer Menschen und Behinderter
Q,88,88.9,88.91,Q,88,889,8890,GESUNDHEITS- UND SOZIALWESEN,Sozialwesen (ohne Heime),Sonstiges Sozialwesen (ohne Heime),Tagesbetreuung von Kindern
Q,88,88.9,88.99,Q,88,889,8890,GESUNDHEITS- UND SOZIALWESEN,Sozialwesen (ohne Heime),Sonstiges Sozialwesen (ohne Heime),Sonstiges Sozialwesen a. n. g.
R,90,90.0,90.01,R,90,900,9000,"KUNST, UNTERHALTUNG UND ERHOLUNG","Kreative, künstlerische und unterhaltende Tätigkeiten","Kreative, künstlerische und unterhaltende Tätigkeiten",Darstellende Kunst
R,90,90.0,90.02,R,90,900,9000,"KUNST, UNTERHALTUNG UND ERHOLUNG","Kreative, künstlerische und unterhaltende Tätigkeiten","Kreative, künstlerische und unterhaltende Tätigkeiten",Erbringung von Dienstleistungen für die darstellende Kunst
R,90,90.0,90.03,R,90,900,9000,"KUNST, UNTERHALTUNG UND ERHOLUNG","Kreative, künstlerische und unterhaltende Tätigkeiten","Kreative, künstlerische und unterhaltende Tätigkeiten",Künstlerisches und schriftstellerisches Schaffen
R,90,90.0,90.04,R,90,900,9000,"KUNST, UNTERHALTUNG UND ERHOLUNG","Kreative, künstlerische und unterhaltende Tätigkeiten","Kreative, künstlerische und unterhaltende Tätigkeiten",Betrieb von Kultur- und Unterhaltungseinrichtungen
R,91,91.0,91.01,R,91,910,9101,"KUNST, UNTERHALTUNG UND ERHOLUNG","Bibliotheken, Archive, Museen, botanische und zoologische Gärten","Bibliotheken, Archive, Museen, botanische und zoologische Gärten",Bibliotheken und Archive
R,91,91.0,91.02,R,91,910,9102,"KUNST, UNTERHALTUNG UND ERHOLUNG","Bibliotheken, Archive, Museen, botanische und zoologische Gärten","Bibliotheken, Archive, Museen, botanische und zoologische Gärten",Museen
R,91,91.0,91.03,R,91,910,9102,"KUNST, UNTERHALTUNG UND ERHOLUNG","Bibliotheken, Archive, Museen, botanische und zoologische Gärten","Bibliotheken, Archive, Museen, botanische und zoologische Gärten",Betrieb von historischen Stätten und Gebäuden und ähnlichen Attraktionen
R,91,91.0,91.04,R,91,910,9103,"KUNST, UNTERHALTUNG UND ERHOLUNG","Bibliotheken, Archive, Museen, botanische und zoologische Gärten","Bibliotheken, Archive, Museen, botanische und zoologische Gärten",Botanische und zoologische Gärten sowie Naturparks
R,92,92.0,92.00,R,92,920,9200,"KUNST, UNTERHALTUNG UND ERHOLUNG","Spiel-, Wett- und Lotteriewesen","Spiel-, Wett- und Lotteriewesen","Spiel-, Wett- und Lotteriewesen"
R,93,93.1,93.11,R,93,931,9311,"KUNST, UNTERHALTUNG UND ERHOLUNG","Erbringung von Dienstleistungen des Sports, der Unterhaltung und der Erholung",Erbringung von Dienstleistungen des Sports,Betrieb von Sportanlagen
R,93,93.1,93.12,R,93,931,9312,"KUNST, UNTERHALTUNG UND ERHOLUNG","Erbringung von Dienstleistungen des Sports, der Unterhaltung und der Erholung",Erbringung von Dienstleistungen des Sports,Sportvereine
R,93,93.1,93.13,R,93,931,9311,"KUNST, UNTERHALTUNG UND ERHOLUNG","Erbringung von Dienstleistungen des Sports, der Unterhaltung und der Erholung",Erbringung von Dienstleistungen des Sports,Fitnesszentren
